Time,Dimensions
0.347725,1024
0.252641,1025
0.252135,1026
0.247062,1027
0.245880,1028
0.247609,1029
0.248156,1030
0.250520,1031
0.264761,1032
0.283425,1033
0.279196,1034
0.266524,1035
0.258843,1036
0.245464,1037
0.246736,1038
0.258765,1039
0.253649,1040
0.248052,1041
0.248135,1042
0.257920,1043
0.251211,1044
0.251370,1045
0.258455,1046
0.250758,1047
0.251519,1048
0.251070,1049
0.252135,1050
0.253582,1051
0.257706,1052
0.266239,1053
0.254204,1054
0.254118,1055
0.268843,1056
0.255161,1057
0.256642,1058
0.276101,1059
0.259910,1060
0.258637,1061
0.261092,1062
0.259707,1063
0.269958,1064
0.263754,1065
0.260888,1066
0.266812,1067
0.261271,1068
0.261921,1069
0.263270,1070
0.262875,1071
0.264451,1072
0.263357,1073
0.269545,1074
0.267066,1075
0.267546,1076
0.269516,1077
0.275687,1078
0.266310,1079
0.267797,1080
0.748420,1081
0.872158,1082
0.269715,1083
0.268976,1084
0.269933,1085
0.270422,1086
0.272301,1087
0.273605,1088
0.273446,1089
0.273327,1090
0.277206,1091
0.285165,1092
0.275098,1093
0.278241,1094
0.275835,1095
0.274468,1096
0.275652,1097
0.275859,1098
0.283574,1099
0.277146,1100
0.278389,1101
0.282735,1102
0.282112,1103
0.285845,1104
0.279511,1105
0.287365,1106
0.282846,1107
0.284101,1108
0.283904,1109
0.283898,1110
0.284739,1111
0.287861,1112
0.289194,1113
0.287098,1114
0.285315,1115
0.676158,1116
0.994989,1117
0.847083,1118
0.288274,1119
0.287271,1120
0.290616,1121
0.288355,1122
0.289749,1123
0.290652,1124
0.294342,1125
0.293163,1126
0.290478,1127
0.292869,1128
0.291638,1129
0.297765,1130
0.301077,1131
0.294940,1132
0.300927,1133
0.295056,1134
0.295296,1135
0.304345,1136
0.296974,1137
0.296651,1138
0.299423,1139
0.305630,1140
0.300636,1141
0.306713,1142
0.300533,1143
0.299542,1144
0.299388,1145
0.302710,1146
0.305239,1147
0.322335,1148
0.309304,1149
0.306236,1150
0.304521,1151
0.304095,1152
0.309622,1153
0.304803,1154
0.309485,1155
0.308158,1156
0.309338,1157
0.310515,1158
0.308148,1159
0.308965,1160
0.315571,1161
0.312435,1162
0.309701,1163
0.309731,1164
0.311367,1165
0.312377,1166
0.317480,1167
0.322083,1168
0.324441,1169
0.320463,1170
0.323457,1171
0.316331,1172
0.319483,1173
0.319484,1174
0.315611,1175
0.321272,1176
0.324109,1177
0.320513,1178
0.319376,1179
0.319633,1180
0.319956,1181
0.320176,1182
0.327770,1183
0.323386,1184
0.324174,1185
0.325199,1186
